sectorName,companySymbol,acrynomName,companyUrl
Materials,3030,SAUDI CEMENT,/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jY_dbsIwDIWfhSeIG2jaXhbQCqO_RBu0N8jLLIhW6JaG8vpruRpof5Zvjv0d-ZhVbMuqE3Z6j1Y3J6x7XVZi54YC-MKHzJ_PZ1A8rPzFI2QchMc2twDI3O2BPBnHsIYIBKv-44cfKoS__dUdkkQCijQsMu65AJLfA99EvAK_ZJBorkG93TKPJs7S56solDMQUnjraRAC-MA2htrmbBSx9Z5sgvqUNsezStC8kZ2TRV23rFCoDhRTR3WOe2JyOK7bC1p1iHVrJdWkLL2yMs2GVdurxuRo8EiWDCuH4Y6Vjgic8TjgwWTCYZhZfKnpWdPlC-sMC0MfZ2pt3CisiZX9J-_Hpy3ovEumqdv1nYSj0ScTtMUQ/dz/d5/L0lHSklna2dvZ3BSQS9JUGhBQ01RQUJFS01ES3BtNXVwZy80SkNpanNZNWxIR3QyRXRwTlJTQS9aN181QTYwMkg4ME8wVkM0MDYwTzRHTUw4MUc1NS9aNl81QTYwMkg4ME9HRjJFMFFGOUJRREVHMTBLNC9nbG9iYWwvaHR0cDolMCUwdGFkYXd1bCUwL2NvbXBhbnlTeW1ib2wvMzAzMA!!/
Materials,3040,QACCO,/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jY_dbsIwDIWfhSeIG2jaXhbQCqO_RBu0N8jLLIhW6JaG8vpruRpof5Zvjv0d-ZhVbMuqE3Z6j1Y3J6x7XVZi54YC-MKHzJ_PZ1A8rPzFI2QchMc2twDI3O2BPBnHsIYIBKv-44cfKoS__dUdkkQCijQsMu65AJLfA99EvAK_ZJBorkG93TKPJs7S56solDMQUnjraRAC-MA2htrmbBSx9Z5sgvqUNsezStC8kZ2TRV23rFCoDhRTR3WOe2JyOK7bC1p1iHVrJdWkLL2yMs2GVdurxuRo8EiWDCuH4Y6Vjgic8TjgwWTCYZhZfKnpWdPlC-sMC0MfZ2pt3CisiZX9J-_Hpy3ovEumqdv1nYSj0ScTtMUQ/dz/d5/L0lHSklna2dvZ3BSQS9JUGhBQ01RQUJFS01ES3BtNXVwZy80SkNpanNZNWxIR3QyRXRwTlJTQS9aN181QTYwMkg4ME8wVkM0MDYwTzRHTUw4MUc1NS9aNl81QTYwMkg4ME9HRjJFMFFGOUJRREVHMTBLNC9nbG9iYWwvaHR0cDolMCUwdGFkYXd1bCUwL2NvbXBhbnlTeW1ib2wvMzA0MA!!/
Materials,3050,SPCC,/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jY_dbsIwDIWfhSeIG2jaXhbQCqO_RBu0N8jLLIhW6JaG8vpruRpof5Zvjv0d-ZhVbMuqE3Z6j1Y3J6x7XVZi54YC-MKHzJ_PZ1A8rPzFI2QchMc2twDI3O2BPBnHsIYIBKv-44cfKoS__dUdkkQCijQsMu65AJLfA99EvAK_ZJBorkG93TKPJs7S56solDMQUnjraRAC-MA2htrmbBSx9Z5sgvqUNsezStC8kZ2TRV23rFCoDhRTR3WOe2JyOK7bC1p1iHVrJdWkLL2yMs2GVdurxuRo8EiWDCuH4Y6Vjgic8TjgwWTCYZhZfKnpWdPlC-sMC0MfZ2pt3CisiZX9J-_Hpy3ovEumqdv1nYSj0ScTtMUQ/dz/d5/L0lHSklna2dvZ3BSQS9JUGhBQ01RQUJFS01ES3BtNXVwZy80SkNpanNZNWxIR3QyRXRwTlJTQS9aN181QTYwMkg4ME8wVkM0MDYwTzRHTUw4MUc1NS9aNl81QTYwMkg4ME9HRjJFMFFGOUJRREVHMTBLNC9nbG9iYWwvaHR0cDolMCUwdGFkYXd1bCUwL2NvbXBhbnlTeW1ib2wvMzA1MA!!/
Materials,3060,YCC,/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jY_dbsIwDIWfhSeIG2jaXhbQCqO_RBu0N8jLLIhW6JaG8vpruRpof5Zvjv0d-ZhVbMuqE3Z6j1Y3J6x7XVZi54YC-MKHzJ_PZ1A8rPzFI2QchMc2twDI3O2BPBnHsIYIBKv-44cfKoS__dUdkkQCijQsMu65AJLfA99EvAK_ZJBorkG93TKPJs7S56solDMQUnjraRAC-MA2htrmbBSx9Z5sgvqUNsezStC8kZ2TRV23rFCoDhRTR3WOe2JyOK7bC1p1iHVrJdWkLL2yMs2GVdurxuRo8EiWDCuH4Y6Vjgic8TjgwWTCYZhZfKnpWdPlC-sMC0MfZ2pt3CisiZX9J-_Hpy3ovEumqdv1nYSj0ScTtMUQ/dz/d5/L0lHSklna2dvZ3BSQS9JUGhBQ01RQUJFS01ES3BtNXVwZy80SkNpanNZNWxIR3QyRXRwTlJTQS9aN181QTYwMkg4ME8wVkM0MDYwTzRHTUw4MUc1NS9aNl81QTYwMkg4ME9HRjJFMFFGOUJRREVHMTBLNC9nbG9iYWwvaHR0cDolMCUwdGFkYXd1bCUwL2NvbXBhbnlTeW1ib2wvMzA2MA!!/
Materials,3080,EPCCO,/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jY_dbsIwDIWfhSeIG2jaXhbQCqO_RBu0N8jLLIhW6JaG8vpruRpof5Zvjv0d-ZhVbMuqE3Z6j1Y3J6x7XVZi54YC-MKHzJ_PZ1A8rPzFI2QchMc2twDI3O2BPBnHsIYIBKv-44cfKoS__dUdkkQCijQsMu65AJLfA99EvAK_ZJBorkG93TKPJs7S56solDMQUnjraRAC-MA2htrmbBSx9Z5sgvqUNsezStC8kZ2TRV23rFCoDhRTR3WOe2JyOK7bC1p1iHVrJdWkLL2yMs2GVdurxuRo8EiWDCuH4Y6Vjgic8TjgwWTCYZhZfKnpWdPlC-sMC0MfZ2pt3CisiZX9J-_Hpy3ovEumqdv1nYSj0ScTtMUQ/dz/d5/L0lHSklna2dvZ3BSQS9JUGhBQ01RQUJFS01ES3BtNXVwZy80SkNpanNZNWxIR3QyRXRwTlJTQS9aN181QTYwMkg4ME8wVkM0MDYwTzRHTUw4MUc1NS9aNl81QTYwMkg4ME9HRjJFMFFGOUJRREVHMTBLNC9nbG9iYWwvaHR0cDolMCUwdGFkYXd1bCUwL2NvbXBhbnlTeW1ib2wvMzA4MA!!/
Materials,3090,TCC,/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jY_dbsIwDIWfhSeIG2jaXhbQCqO_RBu0N8jLLIhW6JaG8vpruRpof5Zvjv0d-ZhVbMuqE3Z6j1Y3J6x7XVZi54YC-MKHzJ_PZ1A8rPzFI2QchMc2twDI3O2BPBnHsIYIBKv-44cfKoS__dUdkkQCijQsMu65AJLfA99EvAK_ZJBorkG93TKPJs7S56solDMQUnjraRAC-MA2htrmbBSx9Z5sgvqUNsezStC8kZ2TRV23rFCoDhRTR3WOe2JyOK7bC1p1iHVrJdWkLL2yMs2GVdurxuRo8EiWDCuH4Y6Vjgic8TjgwWTCYZhZfKnpWdPlC-sMC0MfZ2pt3CisiZX9J-_Hpy3ovEumqdv1nYSj0ScTtMUQ/dz/d5/L0lHSklna2dvZ3BSQS9JUGhBQ01RQUJFS01ES3BtNXVwZy80SkNpanNZNWxIR3QyRXRwTlJTQS9aN181QTYwMkg4ME8wVkM0MDYwTzRHTUw4MUc1NS9aNl81QTYwMkg4ME9HRjJFMFFGOUJRREVHMTBLNC9nbG9iYWwvaHR0cDolMCUwdGFkYXd1bCUwL2NvbXBhbnlTeW1ib2wvMzA5MA!!/
Materials,3091,JOUF CEMENT,/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jY_dbsIwDIWfhSeIG2jaXhbQCqO_RBu0N8jLLIhW6JaG8vpruRpof5Zvjv0d-ZhVbMuqE3Z6j1Y3J6x7XVZi54YC-MKHzJ_PZ1A8rPzFI2QchMc2twDI3O2BPBnHsIYIBKv-44cfKoS__dUdkkQCijQsMu65AJLfA99EvAK_ZJBorkG93TKPJs7S56solDMQUnjraRAC-MA2htrmbBSx9Z5sgvqUNsezStC8kZ2TRV23rFCoDhRTR3WOe2JyOK7bC1p1iHVrJdWkLL2yMs2GVdurxuRo8EiWDCuH4Y6Vjgic8TjgwWTCYZhZfKnpWdPlC-sMC0MfZ2pt3CisiZX9J-_Hpy3ovEumqdv1nYSj0ScTtMUQ/dz/d5/L0lHSklna2dvZ3BSQS9JUGhBQ01RQUJFS01ES3BtNXVwZy80SkNpanNZNWxIR3QyRXRwTlJTQS9aN181QTYwMkg4ME8wVkM0MDYwTzRHTUw4MUc1NS9aNl81QTYwMkg4ME9HRjJFMFFGOUJRREVHMTBLNC9nbG9iYWwvaHR0cDolMCUwdGFkYXd1bCUwL2NvbXBhbnlTeW1ib2wvMzA5MQ!!/
Capital Goods,1212,ASTRA INDUSTRIAL,/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jY_dbsIwDIWfhSeIG2jaXhbQCqO_RBu0N8jLLIhW6JaG8vpruRpof5Zvjv0d-ZhVbMuqE3Z6j1Y3J6x7XVZi54YC-MKHzJ_PZ1A8rPzFI2QchMc2twDI3O2BPBnHsIYIBKv-44cfKoS__dUdkkQCijQsMu65AJLfA99EvAK_ZJBorkG93TKPJs7S56solDMQUnjraRAC-MA2htrmbBSx9Z5sgvqUNsezStC8kZ2TRV23rFCoDhRTR3WOe2JyOK7bC1p1iHVrJdWkLL2yMs2GVdurxuRo8EiWDCuH4Y6Vjgic8TjgwWTCYZhZfKnpWdPlC-sMC0MfZ2pt3CisiZX9J-_Hpy3ovEumqdv1nYSj0ScTtMUQ/dz/d5/L0lHSklna2dvZ3BSQS9JUGhBQ01RQUJFS01ES3BtNXVwZy80SkNpanNZNWxIR3QyRXRwTlJTQS9aN181QTYwMkg4ME8wVkM0MDYwTzRHTUw4MUc1NS9aNl81QTYwMkg4ME9HRjJFMFFGOUJRREVHMTBLNC9nbG9iYWwvaHR0cDolMCUwdGFkYXd1bCUwL2NvbXBhbnlTeW1ib2wvMTIxMg!!/
Capital Goods,1302,BAWAN,/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jY_dbsIwDIWfhSeIG2jaXhbQCqO_RBu0N8jLLIhW6JaG8vpruRpof5Zvjv0d-ZhVbMuqE3Z6j1Y3J6x7XVZi54YC-MKHzJ_PZ1A8rPzFI2QchMc2twDI3O2BPBnHsIYIBKv-44cfKoS__dUdkkQCijQsMu65AJLfA99EvAK_ZJBorkG93TKPJs7S56solDMQUnjraRAC-MA2htrmbBSx9Z5sgvqUNsezStC8kZ2TRV23rFCoDhRTR3WOe2JyOK7bC1p1iHVrJdWkLL2yMs2GVdurxuRo8EiWDCuH4Y6Vjgic8TjgwWTCYZhZfKnpWdPlC-sMC0MfZ2pt3CisiZX9J-_Hpy3ovEumqdv1nYSj0ScTtMUQ/dz/d5/L0lHSklna2dvZ3BSQS9JUGhBQ01RQUJFS01ES3BtNXVwZy80SkNpanNZNWxIR3QyRXRwTlJTQS9aN181QTYwMkg4ME8wVkM0MDYwTzRHTUw4MUc1NS9aNl81QTYwMkg4ME9HRjJFMFFGOUJRREVHMTBLNC9nbG9iYWwvaHR0cDolMCUwdGFkYXd1bCUwL2NvbXBhbnlTeW1ib2wvMTMwMg!!/
Capital Goods,1303,EIC,/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jY_dbsIwDIWfhSeIG2jaXhbQCqO_RBu0N8jLLIhW6JaG8vpruRpof5Zvjv0d-ZhVbMuqE3Z6j1Y3J6x7XVZi54YC-MKHzJ_PZ1A8rPzFI2QchMc2twDI3O2BPBnHsIYIBKv-44cfKoS__dUdkkQCijQsMu65AJLfA99EvAK_ZJBorkG93TKPJs7S56solDMQUnjraRAC-MA2htrmbBSx9Z5sgvqUNsezStC8kZ2TRV23rFCoDhRTR3WOe2JyOK7bC1p1iHVrJdWkLL2yMs2GVdurxuRo8EiWDCuH4Y6Vjgic8TjgwWTCYZhZfKnpWdPlC-sMC0MfZ2pt3CisiZX9J-_Hpy3ovEumqdv1nYSj0ScTtMUQ/dz/d5/L0lHSklna2dvZ3BSQS9JUGhBQ01RQUJFS01ES3BtNXVwZy80SkNpanNZNWxIR3QyRXRwTlJTQS9aN181QTYwMkg4ME8wVkM0MDYwTzRHTUw4MUc1NS9aNl81QTYwMkg4ME9HRjJFMFFGOUJRREVHMTBLNC9nbG9iYWwvaHR0cDolMCUwdGFkYXd1bCUwL2NvbXBhbnlTeW1ib2wvMTMwMw!!/
Capital Goods,2040,SAUDI CERAMICS,/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jY_dbsIwDIWfhSeIG2jaXhbQCqO_RBu0N8jLLIhW6JaG8vpruRpof5Zvjv0d-ZhVbMuqE3Z6j1Y3J6x7XVZi54YC-MKHzJ_PZ1A8rPzFI2QchMc2twDI3O2BPBnHsIYIBKv-44cfKoS__dUdkkQCijQsMu65AJLfA99EvAK_ZJBorkG93TKPJs7S56solDMQUnjraRAC-MA2htrmbBSx9Z5sgvqUNsezStC8kZ2TRV23rFCoDhRTR3WOe2JyOK7bC1p1iHVrJdWkLL2yMs2GVdurxuRo8EiWDCuH4Y6Vjgic8TjgwWTCYZhZfKnpWdPlC-sMC0MfZ2pt3CisiZX9J-_Hpy3ovEumqdv1nYSj0ScTtMUQ/dz/d5/L0lHSklna2dvZ3BSQS9JUGhBQ01RQUJFS01ES3BtNXVwZy80SkNpanNZNWxIR3QyRXRwTlJTQS9aN181QTYwMkg4ME8wVkM0MDYwTzRHTUw4MUc1NS9aNl81QTYwMkg4ME9HRjJFMFFGOUJRREVHMTBLNC9nbG9iYWwvaHR0cDolMCUwdGFkYXd1bCUwL2NvbXBhbnlTeW1ib2wvMjA0MA!!/
Capital Goods,2110,SAUDI CABLE,/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jY_dbsIwDIWfhSeIG2jaXhbQCqO_RBu0N8jLLIhW6JaG8vpruRpof5Zvjv0d-ZhVbMuqE3Z6j1Y3J6x7XVZi54YC-MKHzJ_PZ1A8rPzFI2QchMc2twDI3O2BPBnHsIYIBKv-44cfKoS__dUdkkQCijQsMu65AJLfA99EvAK_ZJBorkG93TKPJs7S56solDMQUnjraRAC-MA2htrmbBSx9Z5sgvqUNsezStC8kZ2TRV23rFCoDhRTR3WOe2JyOK7bC1p1iHVrJdWkLL2yMs2GVdurxuRo8EiWDCuH4Y6Vjgic8TjgwWTCYZhZfKnpWdPlC-sMC0MfZ2pt3CisiZX9J-_Hpy3ovEumqdv1nYSj0ScTtMUQ/dz/d5/L0lHSklna2dvZ3BSQS9JUGhBQ01RQUJFS01ES3BtNXVwZy80SkNpanNZNWxIR3QyRXRwTlJTQS9aN181QTYwMkg4ME8wVkM0MDYwTzRHTUw4MUc1NS9aNl81QTYwMkg4ME9HRjJFMFFGOUJRREVHMTBLNC9nbG9iYWwvaHR0cDolMCUwdGFkYXd1bCUwL2NvbXBhbnlTeW1ib2wvMjExMA!!/
Capital Goods,2160,AMIANTIT,/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jY_dbsIwDIWfhSeIG2jaXhbQCqO_RBu0N8jLLIhW6JaG8vpruRpof5Zvjv0d-ZhVbMuqE3Z6j1Y3J6x7XVZi54YC-MKHzJ_PZ1A8rPzFI2QchMc2twDI3O2BPBnHsIYIBKv-44cfKoS__dUdkkQCijQsMu65AJLfA99EvAK_ZJBorkG93TKPJs7S56solDMQUnjraRAC-MA2htrmbBSx9Z5sgvqUNsezStC8kZ2TRV23rFCoDhRTR3WOe2JyOK7bC1p1iHVrJdWkLL2yMs2GVdurxuRo8EiWDCuH4Y6Vjgic8TjgwWTCYZhZfKnpWdPlC-sMC0MfZ2pt3CisiZX9J-_Hpy3ovEumqdv1nYSj0ScTtMUQ/dz/d5/L0lHSklna2dvZ3BSQS9JUGhBQ01RQUJFS01ES3BtNXVwZy80SkNpanNZNWxIR3QyRXRwTlJTQS9aN181QTYwMkg4ME8wVkM0MDYwTzRHTUw4MUc1NS9aNl81QTYwMkg4ME9HRjJFMFFGOUJRREVHMTBLNC9nbG9iYWwvaHR0cDolMCUwdGFkYXd1bCUwL2NvbXBhbnlTeW1ib2wvMjE2MA!!/
Capital Goods,2320,ALBABTAIN,/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jY_dbsIwDIWfhSeIG2jaXhbQCqO_RBu0N8jLLIhW6JaG8vpruRpof5Zvjv0d-ZhVbMuqE3Z6j1Y3J6x7XVZi54YC-MKHzJ_PZ1A8rPzFI2QchMc2twDI3O2BPBnHsIYIBKv-44cfKoS__dUdkkQCijQsMu65AJLfA99EvAK_ZJBorkG93TKPJs7S56solDMQUnjraRAC-MA2htrmbBSx9Z5sgvqUNsezStC8kZ2TRV23rFCoDhRTR3WOe2JyOK7bC1p1iHVrJdWkLL2yMs2GVdurxuRo8EiWDCuH4Y6Vjgic8TjgwWTCYZhZfKnpWdPlC-sMC0MfZ2pt3CisiZX9J-_Hpy3ovEumqdv1nYSj0ScTtMUQ/dz/d5/L0lHSklna2dvZ3BSQS9JUGhBQ01RQUJFS01ES3BtNXVwZy80SkNpanNZNWxIR3QyRXRwTlJTQS9aN181QTYwMkg4ME8wVkM0MDYwTzRHTUw4MUc1NS9aNl81QTYwMkg4ME9HRjJFMFFGOUJRREVHMTBLNC9nbG9iYWwvaHR0cDolMCUwdGFkYXd1bCUwL2NvbXBhbnlTeW1ib2wvMjMyMA!!/
Capital Goods,2360,SVCP,/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jY_dbsIwDIWfhSeIG2jaXhbQCqO_RBu0N8jLLIhW6JaG8vpruRpof5Zvjv0d-ZhVbMuqE3Z6j1Y3J6x7XVZi54YC-MKHzJ_PZ1A8rPzFI2QchMc2twDI3O2BPBnHsIYIBKv-44cfKoS__dUdkkQCijQsMu65AJLfA99EvAK_ZJBorkG93TKPJs7S56solDMQUnjraRAC-MA2htrmbBSx9Z5sgvqUNsezStC8kZ2TRV23rFCoDhRTR3WOe2JyOK7bC1p1iHVrJdWkLL2yMs2GVdurxuRo8EiWDCuH4Y6Vjgic8TjgwWTCYZhZfKnpWdPlC-sMC0MfZ2pt3CisiZX9J-_Hpy3ovEumqdv1nYSj0ScTtMUQ/dz/d5/L0lHSklna2dvZ3BSQS9JUGhBQ01RQUJFS01ES3BtNXVwZy80SkNpanNZNWxIR3QyRXRwTlJTQS9aN181QTYwMkg4ME8wVkM0MDYwTzRHTUw4MUc1NS9aNl81QTYwMkg4ME9HRjJFMFFGOUJRREVHMTBLNC9nbG9iYWwvaHR0cDolMCUwdGFkYXd1bCUwL2NvbXBhbnlTeW1ib2wvMjM2MA!!/
Capital Goods,2370,MESC,/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jY_dbsIwDIWfhSeIG2jaXhbQCqO_RBu0N8jLLIhW6JaG8vpruRpof5Zvjv0d-ZhVbMuqE3Z6j1Y3J6x7XVZi54YC-MKHzJ_PZ1A8rPzFI2QchMc2twDI3O2BPBnHsIYIBKv-44cfKoS__dUdkkQCijQsMu65AJLfA99EvAK_ZJBorkG93TKPJs7S56solDMQUnjraRAC-MA2htrmbBSx9Z5sgvqUNsezStC8kZ2TRV23rFCoDhRTR3WOe2JyOK7bC1p1iHVrJdWkLL2yMs2GVdurxuRo8EiWDCuH4Y6Vjgic8TjgwWTCYZhZfKnpWdPlC-sMC0MfZ2pt3CisiZX9J-_Hpy3ovEumqdv1nYSj0ScTtMUQ/dz/d5/L0lHSklna2dvZ3BSQS9JUGhBQ01RQUJFS01ES3BtNXVwZy80SkNpanNZNWxIR3QyRXRwTlJTQS9aN181QTYwMkg4ME8wVkM0MDYwTzRHTUw4MUc1NS9aNl81QTYwMkg4ME9HRjJFMFFGOUJRREVHMTBLNC9nbG9iYWwvaHR0cDolMCUwdGFkYXd1bCUwL2NvbXBhbnlTeW1ib2wvMjM3MA!!/
Capital Goods,4140,SIECO,/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jY_dbsIwDIWfhSeIG2jaXhbQCqO_RBu0N8jLLIhW6JaG8vpruRpof5Zvjv0d-ZhVbMuqE3Z6j1Y3J6x7XVZi54YC-MKHzJ_PZ1A8rPzFI2QchMc2twDI3O2BPBnHsIYIBKv-44cfKoS__dUdkkQCijQsMu65AJLfA99EvAK_ZJBorkG93TKPJs7S56solDMQUnjraRAC-MA2htrmbBSx9Z5sgvqUNsezStC8kZ2TRV23rFCoDhRTR3WOe2JyOK7bC1p1iHVrJdWkLL2yMs2GVdurxuRo8EiWDCuH4Y6Vjgic8TjgwWTCYZhZfKnpWdPlC-sMC0MfZ2pt3CisiZX9J-_Hpy3ovEumqdv1nYSj0ScTtMUQ/dz/d5/L0lHSklna2dvZ3BSQS9JUGhBQ01RQUJFS01ES3BtNXVwZy80SkNpanNZNWxIR3QyRXRwTlJTQS9aN181QTYwMkg4ME8wVkM0MDYwTzRHTUw4MUc1NS9aNl81QTYwMkg4ME9HRjJFMFFGOUJRREVHMTBLNC9nbG9iYWwvaHR0cDolMCUwdGFkYXd1bCUwL2NvbXBhbnlTeW1ib2wvNDE0MA!!/
Capital Goods,4141,ALOMRAN,/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jY_dbsIwDIWfhSeIG2jaXhbQCqO_RBu0N8jLLIhW6JaG8vpruRpof5Zvjv0d-ZhVbMuqE3Z6j1Y3J6x7XVZi54YC-MKHzJ_PZ1A8rPzFI2QchMc2twDI3O2BPBnHsIYIBKv-44cfKoS__dUdkkQCijQsMu65AJLfA99EvAK_ZJBorkG93TKPJs7S56solDMQUnjraRAC-MA2htrmbBSx9Z5sgvqUNsezStC8kZ2TRV23rFCoDhRTR3WOe2JyOK7bC1p1iHVrJdWkLL2yMs2GVdurxuRo8EiWDCuH4Y6Vjgic8TjgwWTCYZhZfKnpWdPlC-sMC0MfZ2pt3CisiZX9J-_Hpy3ovEumqdv1nYSj0ScTtMUQ/dz/d5/L0lHSklna2dvZ3BSQS9JUGhBQ01RQUJFS01ES3BtNXVwZy80SkNpanNZNWxIR3QyRXRwTlJTQS9aN181QTYwMkg4ME8wVkM0MDYwTzRHTUw4MUc1NS9aNl81QTYwMkg4ME9HRjJFMFFGOUJRREVHMTBLNC9nbG9iYWwvaHR0cDolMCUwdGFkYXd1bCUwL2NvbXBhbnlTeW1ib2wvNDE0MQ!!/
Capital Goods,4142,RIYADH CABLES,/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jY_dbsIwDIWfhSeIG2jaXhbQCqO_RBu0N8jLLIhW6JaG8vpruRpof5Zvjv0d-ZhVbMuqE3Z6j1Y3J6x7XVZi54YC-MKHzJ_PZ1A8rPzFI2QchMc2twDI3O2BPBnHsIYIBKv-44cfKoS__dUdkkQCijQsMu65AJLfA99EvAK_ZJBorkG93TKPJs7S56solDMQUnjraRAC-MA2htrmbBSx9Z5sgvqUNsezStC8kZ2TRV23rFCoDhRTR3WOe2JyOK7bC1p1iHVrJdWkLL2yMs2GVdurxuRo8EiWDCuH4Y6Vjgic8TjgwWTCYZhZfKnpWdPlC-sMC0MfZ2pt3CisiZX9J-_Hpy3ovEumqdv1nYSj0ScTtMUQ/dz/d5/L0lHSklna2dvZ3BSQS9JUGhBQ01RQUJFS01ES3BtNXVwZy80SkNpanNZNWxIR3QyRXRwTlJTQS9aN181QTYwMkg4ME8wVkM0MDYwTzRHTUw4MUc1NS9aNl81QTYwMkg4ME9HRjJFMFFGOUJRREVHMTBLNC9nbG9iYWwvaHR0cDolMCUwdGFkYXd1bCUwL2NvbXBhbnlTeW1ib2wvNDE0Mg!!/
Commercial & Professional Svc,1831,MAHARAH,/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jY_dbsIwDIWfhSeIG2jaXhbQCqO_RBu0N8jLLIhW6JaG8vpruRpof5Zvjv0d-ZhVbMuqE3Z6j1Y3J6x7XVZi54YC-MKHzJ_PZ1A8rPzFI2QchMc2twDI3O2BPBnHsIYIBKv-44cfKoS__dUdkkQCijQsMu65AJLfA99EvAK_ZJBorkG93TKPJs7S56solDMQUnjraRAC-MA2htrmbBSx9Z5sgvqUNsezStC8kZ2TRV23rFCoDhRTR3WOe2JyOK7bC1p1iHVrJdWkLL2yMs2GVdurxuRo8EiWDCuH4Y6Vjgic8TjgwWTCYZhZfKnpWdPlC-sMC0MfZ2pt3CisiZX9J-_Hpy3ovEumqdv1nYSj0ScTtMUQ/dz/d5/L0lHSklna2dvZ3BSQS9JUGhBQ01RQUJFS01ES3BtNXVwZy80SkNpanNZNWxIR3QyRXRwTlJTQS9aN181QTYwMkg4ME8wVkM0MDYwTzRHTUw4MUc1NS9aNl81QTYwMkg4ME9HRjJFMFFGOUJRREVHMTBLNC9nbG9iYWwvaHR0cDolMCUwdGFkYXd1bCUwL2NvbXBhbnlTeW1ib2wvMTgzMQ!!/
Commercial & Professional Svc,1832,SADR,/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jY_dbsIwDIWfhSeIG2jaXhbQCqO_RBu0N8jLLIhW6JaG8vpruRpof5Zvjv0d-ZhVbMuqE3Z6j1Y3J6x7XVZi54YC-MKHzJ_PZ1A8rPzFI2QchMc2twDI3O2BPBnHsIYIBKv-44cfKoS__dUdkkQCijQsMu65AJLfA99EvAK_ZJBorkG93TKPJs7S56solDMQUnjraRAC-MA2htrmbBSx9Z5sgvqUNsezStC8kZ2TRV23rFCoDhRTR3WOe2JyOK7bC1p1iHVrJdWkLL2yMs2GVdurxuRo8EiWDCuH4Y6Vjgic8TjgwWTCYZhZfKnpWdPlC-sMC0MfZ2pt3CisiZX9J-_Hpy3ovEumqdv1nYSj0ScTtMUQ/dz/d5/L0lHSklna2dvZ3BSQS9JUGhBQ01RQUJFS01ES3BtNXVwZy80SkNpanNZNWxIR3QyRXRwTlJTQS9aN181QTYwMkg4ME8wVkM0MDYwTzRHTUw4MUc1NS9aNl81QTYwMkg4ME9HRjJFMFFGOUJRREVHMTBLNC9nbG9iYWwvaHR0cDolMCUwdGFkYXd1bCUwL2NvbXBhbnlTeW1ib2wvMTgzMg!!/
Commercial & Professional Svc,1833,ALMAWARID,/wps/portal/saudiexchange/hidden/company-profile-main/!ut/p/z1/jY_dbsIwDIWfhSeIG2jaXhbQCqO_RBu0N8jLLIhW6JaG8vpruRpof5Zvjv0d-ZhVbMuqE3Z6j1Y3J6x7XVZi54YC-MKHzJ_PZ1A8rPzFI2QchMc2twDI3O2BPBnHsIYIBKv-44cfKoS__dUdkkQCijQsMu65AJLfA99EvAK_ZJBorkG93TKPJs7S56solDMQUnjraRAC-MA2htrmbBSx9Z5sgvqUNsezStC8kZ2TRV23rFCoDhRTR3WOe2JyOK7bC1p1iHVrJdWkLL2yMs2GVdurxuRo8EiWDCuH4Y6Vjgic8TjgwWTCYZhZfKnpWdPlC-sMC0MfZ2pt3CisiZX9J-_Hpy3ovEumqdv1nYSj0ScTtMUQ/dz/d5/L0lHSklna2dvZ3BSQS9JUGhBQ01RQUJFS01ES3BtNXVwZy80SkNpanNZNWxIR3QyRXRwTlJTQS9aN181QTYwMkg4ME8wVkM0MDYwTzRHTUw4MUc1NS9aNl81QTYwMkg4ME9HRjJFMFFGOUJRREVHMTBLNC9nbG9iYWwvaHR0cDolMCUwdGFkYXd1bCUwL2NvbXBhbnlTeW1ib2wvMTgzMw!!/
